bees,plants,repeat,total_trips,total_pollen_collected,avg_distance_per_bee,avg_trips_per_bee,total_plant_visits,plants_visited,visitation_rate,avg_pollen_level,pollen_per_distance,pollen_per_bee_per_step
30,50,7,47,2085.0,1835.252949998789,1.5666666666666667,72,26,0.52,0.583,0.037869439196403884,0.0695
30,50,8,40,1720.0,1925.6816305215757,1.3333333333333333,62,21,0.42,0.6559999999999999,0.02977300734691251,0.05733333333333333
30,50,9,43,1835.0,1830.0254245137262,1.4333333333333333,64,23,0.46,0.633,0.03342394364981014,0.06116666666666667
40,50,0,50,2235.0,1907.4689073344816,1.25,76,27,0.54,0.5529999999999999,0.02929274484378377,0.055875
40,50,1,49,2160.0,1992.188738589653,1.225,77,28,0.56,0.568,0.027105865500589403,0.054
40,50,2,37,1580.0,2190.9977968720477,0.925,56,20,0.4,0.684,0.018028315709121983,0.0395
40,50,3,63,2500.0,1872.5323520762715,1.575,89,31,0.62,0.5,0.03337726044129478,0.0625
40,50,4,34,1650.0,1937.395549125588,0.85,59,20,0.4,0.67,0.0212914704065556,0.04125
40,50,5,45,1850.0,1949.7698932125393,1.125,67,24,0.48,0.6299999999999999,0.023720747848760843,0.04625
40,50,6,57,2450.0,1924.80049883077,1.425,87,35,0.7,0.5099999999999999,0.03182147969995157,0.06125
40,50,7,43,2035.0,1824.231604198154,1.075,74,26,0.52,0.593,0.027888454450038017,0.050875
40,50,8,46,1870.0,1888.257404118484,1.15,66,22,0.44,0.6259999999999999,0.02475827707495463,0.04675
40,50,9,68,2910.0,1788.8163396264638,1.7,107,36,0.72,0.418,0.04066935122875246,0.07275
60,50,0,78,3290.0,1930.615585215325,1.3,119,39,0.78,0.342,0.028401994552021435,0.05483333333333333
60,50,1,30,1625.0,1991.4195085423305,0.5,55,20,0.4,0.675,0.01360001406893802,0.027083333333333334
60,50,2,41,1935.0,2042.4861346406522,0.6833333333333333,68,25,0.5,0.613,0.015789580870605984,0.03225
60,50,3,59,2540.0,1931.986795257227,0.9833333333333333,89,31,0.62,0.49200000000000005,0.021911812977840266,0.042333333333333334
60,50,4,49,2190.0,2068.342444395582,0.8166666666666667,78,25,0.5,0.562,0.017646981088117714,0.0365
60,50,5,60,2795.0,1925.4251006620018,1.0,99,33,0.66,0.44099999999999995,0.024193791447570202,0.04658333333333333
60,50,6,59,2675.0,1881.244142588952,0.9833333333333333,97,31,0.62,0.465,0.023698855626456933,0.044583333333333336
60,50,7,57,2520.0,1921.3471427676116,0.95,91,30,0.6,0.496,0.02185966245511519,0.042
60,50,8,62,2685.0,1878.4157828524883,1.0333333333333334,98,31,0.62,0.463,0.023823266610358444,0.04475
60,50,9,79,3400.0,1883.7549772890786,1.3166666666666667,123,39,0.78,0.32,0.030081760818074097,0.056666666666666664
70,50,0,73,3180.0,1982.1255195164724,1.042857142857143,114,38,0.76,0.36400000000000005,0.02291911939040745,0.04542857142857143
70,50,1,55,2565.0,2010.6266376664025,0.7857142857142857,91,30,0.6,0.48700000000000004,0.01822459548501059,0.036642857142857144
70,50,2,55,2550.0,1973.8364942235348,0.7857142857142857,92,31,0.62,0.49,0.018455718867890145,0.03642857142857143
70,50,3,51,2200.0,2094.8634309741833,0.7285714285714285,79,26,0.52,0.56,0.015002682735244494,0.03142857142857143
70,50,4,87,3690.0,1793.191295690031,1.2428571428571429,131,43,0.86,0.262,0.02939691143994815,0.052714285714285714
70,50,5,70,3065.0,1963.3538150684683,1.0,109,35,0.7,0.387,0.022301489395169124,0.04378571428571429
70,50,6,54,2630.0,2016.8833060152713,0.7714285714285715,92,31,0.62,0.474,0.018628459296268326,0.03757142857142857
70,50,7,67,2740.0,1964.8722503365727,0.9571428571428572,94,33,0.66,0.45199999999999996,0.019921324216448252,0.039142857142857146
70,50,8,59,2695.0,1915.5486108837424,0.8428571428571429,94,31,0.62,0.461,0.02009868075456354,0.0385
70,50,9,89,3510.0,1910.1409988818175,1.2714285714285714,125,41,0.82,0.298,0.026250866910982176,0.05014285714285714
80,50,0,59,2615.0,1967.440780673936,0.7375,94,29,0.58,0.477,0.01661422306637513,0.0326875
80,50,1,84,3755.0,1871.9162641333842,1.05,134,42,0.84,0.24900000000000003,0.025074572457828407,0.0469375
80,50,2,75,3185.0,2063.9016551055474,0.9375,113,35,0.7,0.363,0.01928992105874541,0.0398125
80,50,3,75,3210.0,1949.3776703305207,0.9375,115,36,0.72,0.358,0.02058349216301258,0.040125
80,50,4,72,3160.0,1938.3441143932039,0.9,113,37,0.74,0.368,0.02037821855608204,0.0395
80,50,5,82,3490.0,2000.760748978973,1.025,122,41,0.82,0.30200000000000005,0.021804206236184252,0.043625
80,50,6,55,2510.0,1972.1119223672333,0.6875,90,30,0.6,0.498,0.01590934046093027,0.031375
80,50,7,80,3635.0,1965.7202758258477,1.0,129,42,0.84,0.27299999999999996,0.02311493682940752,0.0454375
